smiles,score
CC1(c2cccc3ccccc23)NC(=O)N(Cc2cccc3cccnc23)C1=O,-9.9
COc1ccc(C(=O)N2CCCC2Cc2cccc(F)c2)cc1-n1cnnn1,-9.9
Cc1cnc(-c2cccc(NC(=O)N3CCCC(c4ccnc(N)n4)C3)c2)o1,-9.9
O=C(Cn1nnc2c1CCCC2)NC1CCOC(c2ccc(F)cc2)C1,-9.9
c1cncc(-c2noc(C3CC34CCN(c3ncnc5ccccc35)CC4)n2)c1,-9.9
CNC(=O)c1cccc(CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)c1,-9.9
O=C(c1cc2ccccc2c(=O)[nH]1)N1CCCN(c2cccnn2)CC1,-9.9
CNC(=O)c1cccc(CN2C(=O)NC(Cc3ccccc3)(c3ccccc3)C2=O)c1,-9.9
O=C(NCc1ccc(F)cc1)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2,-9.9
Fc1ccc(C2(c3nnc(Cc4ccc5ccccc5c4)o3)CCOCC2)cc1,-9.9
Cc1ccc(S(=O)(=O)NCC2CCCN(C(=O)c3ccc4c(c3)CCC(=O)N4)C2)cc1,-9.9
Fc1ccc(C2(c3nnc(Cc4cccc5ccccc45)o3)CCOCC2)cc1,-9.9
c1ccc(C2(c3nnc(Cc4cccc5ccccc45)o3)CCOCC2)cc1,-9.9
Fc1ccccc1-c1nnc(C2(c3cccc(Cl)c3)CCOCC2)o1,-9.9
Fc1ccc(CN2CCC3(CC2)CC3c2nnc(-c3ccccc3)o2)c2ncccc12,-9.9
O=C(c1ccnnc1)N1CCCC(Cc2nc(C3CCCCCC3)no2)C1,-9.9
O=C(Nc1ccccc1Cc1ccccc1)NC1CCc2ncnn2C1,-9.9
O=C(c1cc2ccccc2c2cccnc12)N1CCN(c2ncccc2F)CC1,-9.9
Cn1nnnc1-c1cccc(NC(=O)CCc2nnc(C3CCCC3)o2)c1,-9.9
NC(=O)c1cc(CNC(=O)C2CCN(c3nc4ccccc4s3)CC2)on1,-9.9
O=C(CCc1ccc(C(=O)O)cc1)NC1(c2cccc(F)c2)CCOCC1,-9.9
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)N1CCCC(N2CCCC2=O)C1,-9.9
O=C(O)COc1cccc(C(=O)NCc2nn(-c3ccccc3)c3c2CCC3)c1,-9.9
O=C(NC(CC(=O)N1CCOc2ccc(F)cc21)c1ccccc1)c1ccccc1Cl,-9.9
Cc1nsc(N2CCN(C(=O)c3cc4ccccc4c4cccnc34)CC2)n1,-9.9
Cc1nnc2n1CCN(C(=O)Nc1cccc(C(=O)c3ccccc3)c1)C2,-9.9
Clc1cccc(-c2noc(C3CC34CCN(c3ncnc5sccc35)CC4)n2)c1,-9.9
O=C(c1ccccc1Cc1ccccc1)N1CCCN(c2ccc(C(F)(F)F)cn2)CC1,-9.9
c1ccc(OCc2noc(C3(c4ccccc4)CCOCC3)n2)cc1,-9.9
O=C(c1ccc2c(c1)CCC2)N1CCN(C(=O)c2ccccc2O)CC1,-9.8
Cc1noc(NC(=O)CCc2c(-c3ccc(F)cc3)[nH]c3ccccc23)n1,-9.8
Cc1nn(-c2cccc(C(F)(F)F)c2)c(C)c1C(=O)C(=O)Nc1cccc(C(=O)N2CCCCC2)c1,-9.8
O=C(NC1CCC(O)CC1)N1CCCC1Cc1cccc2ccccc12,-9.8
NC(=O)c1ccc(C(=O)N2CCCc3cc(C(F)(F)F)ccc32)nc1,-9.8
O=C(NCc1ccccc1)C(c1ccccc1)N1CCN(C(=O)c2ccc(Cl)cc2)CC1,-9.8
O=C(Nc1ccc(O)cc1)C1CC(=O)N(Cc2cccc(C(F)(F)F)c2)C1,-9.8
O=C(c1ccccc1)N1CCC(C(=O)N2CCOC(c3ccc(C(F)(F)F)cc3)C2)C1,-9.8
O=C(c1cc(-c2cnc3[nH]ccc3c2)ccn1)N1CCC2(CCNC2)CC1,-9.8
O=C(c1ccc(Cl)cc1)N1CCCC(C(=O)N2CCN(c3ccc(C(F)(F)F)cn3)CC2)C1,-9.8
O=C(CCCc1c[nH]nn1)N1CCC(c2nccc(-c3ccc(F)cc3)n2)CC1,-9.8
O=C(N1CCC(N2CCNCC2)C1)C1(c2cccc(C(F)(F)F)c2)CCCC1,-9.8
O=C(NC1c2ccccc2CC12CCOCC2)c1cc2ncccc2o1,-9.8
O=C(O)c1ccc(CCNC(=O)C2CCCc3c(O)cccc32)cc1,-9.8
Cc1nn(Cc2nc(C3(c4ccc(C(F)(F)F)cc4)CCC3)no2)c(=O)n1C,-9.8
NC(=O)[C@H]1CC[C@@H](C2CCN(C(=O)c3cc4cc(F)ccc4[nH]3)CC2)O1,-9.8
O=C(Cc1ccc2cn[nH]c2c1)N1CCc2nnc(N3CCCC3)cc2C1,-9.8
O=C(O)c1cccc(C(=O)Nc2ccccc2CN2CCOCC2)c1,-9.8
O=C(c1cn[nH]c(=O)c1)N1CCC(c2nc(-c3cccc(F)c3)no2)(C(F)(F)F)C1,-9.8
O=C(O)c1cccc2c1CCN(C(=O)c1cccc(N3CCCC3=O)c1)C2,-9.8
Fc1ccc(-c2ccnc(C3CCN(Cc4nc5c(s4)CNCC5)CC3)n2)cc1,-9.8
Oc1cc(-c2noc(C3(c4ccc(F)cc4)CCOCC3)n2)ccn1,-9.8
O=C(O)c1csc(CCNC(=O)C2CCc3ccccc3C2)n1,-9.8
NC(=O)Nc1cccc(NC(=O)C2(c3ccc(F)cc3)CCOCC2)c1,-9.8
O=C(NC1CCc2cn[nH]c2C1)N[C@@H]1CCO[C@H]1c1ccc(F)c(F)c1,-9.8
Nc1ncnc2cc(C(=O)N3CCOCC4(CCCC4)C3)ccc12,-9.8
O=C(NCc1ccc2ccccc2c1)C1CCCN(C(=O)Cc2ccccc2)C1,-9.8
O=C(Nc1ccc(OCCc2ccccc2)nc1)N1CCC2CCC(C1)S2=O,-9.8
CCc1cc(=O)[nH]c(-c2cccc(NC(=O)c3cn(C4CCNCC4)nn3)c2)n1,-9.8
O=C(NCC1(c2ccc3c(c2)OCO3)CCOCC1)c1cc2ccccc2cc1O,-9.8
O=C(c1ccc(Cc2ccccc2)[nH]1)N1CCCC(Cn2cncn2)C1,-9.8
Cn1cc(-c2nc(C(=O)NCC3(c4cccc(F)c4)CCCCC3)cs2)cn1,-9.8
NS(=O)(=O)c1ccc(CCNC(=O)Nc2cc(C(F)(F)F)ccc2-n2cccn2)cc1,-9.8
CCCNC(=O)c1cccc(CNC(=O)c2ccc3c4c(cccc24)CC3)c1,-9.8
c1ccc(-c2noc3ncc(-c4nnc(-c5cccnc5)o4)cc23)cc1,-9.8
Cc1nc(N2CC[C@@H](O)C2)ncc1-c1ccc2c(c1)CCC2=O,-9.8
O=C1NCCC1Sc1nnc(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)o1,-9.8
O=C(NC(Cn1cnc2ccccc21)c1ccc(F)cc1)c1cc(Cl)ccn1,-9.8
O=C(NC(Cn1cnc2ccccc21)c1ccc(F)cc1)C1COc2ccccc2O1,-9.8
Cn1ccnc1-c1cccc(NC(=O)c2ccc3c(c2)CCC(=O)N3)c1,-9.8
O=C(NCc1cccc(-c2ccccn2)c1)N1CCC(C2CCCCO2)CC1,-9.8
Cc1noc(C)c1CNC(=O)N1CC=C(c2cccc3ccccc23)CC1,-9.8
NC(=O)C1Cc2ccccc2N(C(=O)C2C3C4CCC(C4)C23)C1,-9.8
N[C@@H]1C[C@H](C(=O)NCCc2ccc3ncccc3c2)[C@H]2C[C@H]21,-9.8
Cc1noc(C)c1C(=O)N1CC=C(c2cccc3ccccc23)CC1,-9.8
O=C(Cn1nnc2c1CCCC2)N[C@H]1C[C@H](c2ccc(F)cc2F)C1,-9.8
NC(=O)C1CCCN(Cc2ccccc2NC(=O)c2cc(-c3ccc(F)cc3)[nH]n2)C1,-9.8
COc1cccc(N2CCN(C(=O)c3cc4ccccc4c4cccnc34)CC2)c1,-9.8
O=C(c1ccc2c(c1)OCCO2)C1CCN(C(=O)NCc2ccc3c(c2)OCO3)CC1,-9.8
O=C(Nc1c2c(nn1-c1ccccc1)CCC2)c1cccc2c1OCCO2,-9.8
CC(NC(=O)N1CCOC(c2ccc(F)cc2)C1)c1nnc2ccccn12,-9.8
O=C1CCc2cc(C(=O)Nc3cnn(CC4CCCO4)c3)ccc2N1,-9.8
Cc1cc(NC(=O)N2CCCC(c3ccc(F)c(F)c3)C2)cc(C(N)=O)c1,-9.8
O=C(NCc1nnc2n1CCCCC2)NC1CCc2ccccc2C1,-9.8
CC1(c2cccc3ccccc23)NC(=O)N(Cc2ccccc2C#N)C1=O,-9.8
Cn1cnnc1N1CCN(C(=O)Nc2cccc(-c3cccc(Cl)c3)c2)CC1,-9.8
CC(NC(=O)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2)c1cc2ccccc2o1,-9.8
O=C(Nc1ccc(C(F)(F)F)c(CC2COC2)c1)N1CC2C3C=CC(O3)C2C1,-9.8
NC1CCN(C(=O)CCOc2ccccc2-c2ccccc2)C1,-9.8
Cc1ccccc1-c1ccccc1CNCC1CCn2ncc(C(N)=O)c2C1,-9.8
Cc1cc(C(=O)N2CCN(Cc3nc(N)c4ccccc4n3)CC2)c2ccccc2n1,-9.8
O=C(c1csc(-c2cnccn2)n1)N1CCCC(c2ccncc2)C1,-9.8
Cc1c[nH]c(=O)n1-c1cccc(-c2noc(CN3CCCCC(O)C3=O)n2)c1,-9.8
O=C(O)c1ccc(C(=O)Nc2cnn(Cc3nnc4n3CCCC4)c2)cc1,-9.8
O=C(c1cnc2[nH]c(=O)[nH]c2c1)N1CCc2c(ncn2CCc2ccccc2)C1,-9.8
O=C(c1cnc2ccccc2c1)N1CCCC(N2CCCS2(=O)=O)C1,-9.8
O=C(c1ccc([N+](=O)[O-])cc1O)N1CCC(CO)(Cc2ccc(F)cc2)C1,-9.8
CN(Cc1cn(-c2ccccc2)nc1-c1ccccc1)C(=O)C1=CCCC1,-9.8
O=C(c1cc(F)c(O)c(F)c1)N1C[C@H]2CCC[C@@]2(c2nc(-c3cnccn3)no2)C1,-9.8
O=C(NCc1nnc2n1CCCC2)[C@@]12CCC[C@@H]1CN(Cc1ccccc1)C2,-9.8
Cn1cc(-c2nc(C3COCCN3C(=O)c3ccc4c(c3)CCCC4)no2)cn1,-9.8
O=C(c1ccc2[nH]c(=O)c(=O)[nH]c2c1)N1CCC[C@H](CN2CCOCC2)C1,-9.8
c1ccc(-c2nc(C3CCCN(c4ncnc5[nH]ccc45)C3)n[nH]2)cc1,-9.8
O=C(c1cccc2ccccc12)N1CC=C(c2ccc(O)cc2)CC1,-9.8
O=C(c1cccc2c1CCC2)N1CCCC(n2ncc(N3CCOCC3)cc2=O)C1,-9.8
O=C(O)CCc1cccc(NC(=O)C2CCN(c3ccc4nnnn4n3)CC2)c1,-9.8
O=C(Nc1cccc(F)c1)c1ccc2[nH]c3ccccc3c(=O)c2c1,-9.8
Nc1nccc(C2CCCN(C(=O)c3ccc(=O)n(-c4ccccc4F)n3)C2)n1,-9.8
O=c1cc(N2CCC(O)CC2)cnn1C1CCCN(Cc2cccc3ccccc23)C1,-9.8
O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCC(c1ccccc1)c1ccccc1,-9.8
O=C(CC1CCCO1)N1C[C@H]2CCC[C@@]2(c2nc(-c3ccccc3)no2)C1,-9.8
Cc1noc([C@H]2C[C@H](O)CN2C(=O)c2ccc3c(c2)CCCC3)n1,-9.8
O=C(Nc1cccc(-c2ccccc2)c1)N1CCCC(N2CCCC2=O)CC1,-9.8
O=C(COc1ccccc1-c1nc(CCc2ccccc2)no1)Nc1ccccc1F,-9.8
O=C(Cn1ncnn1)N1CCCCC1c1cccc(C(F)(F)F)c1,-9.8
O=C(NCc1noc(C2CC2)n1)N1CCC(c2c[nH]c3ccc(F)cc23)CC1,-9.8
O=C(NCc1ccncc1)Nc1cccc(NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)c1,-9.8
O=C(O)C1CCN(C(=O)c2cc(C3CC3)nc3ccc(Cl)cc23)C1,-9.8
O=C(NCc1cnn2ccccc12)N1CC2(CCOCC2)C1c1ccccc1,-9.8
Cc1cccc(-c2nnc(C3(c4cccc(Cl)c4)CCOCC3)o2)c1,-9.8
CS(=O)(=O)Nc1cncc(C(=O)NCCOc2ccccc2-c2ccccc2)c1,-9.8
Cn1nnc2cc(C(=O)N3CCC(c4c[nH]c5ncccc45)CC3)ccc21,-9.8
Cc1nc(NCc2n[nH]c(=O)[nH]2)c2c(-c3ccccc3)csc2n1,-9.8
CS(=O)(=O)c1ccc(-c2nnc(C3(c4ccc(F)cc4)CCOCC3)o2)cc1,-9.8
O=C(NCCc1ccc(C(F)(F)F)cc1)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2,-9.8
O=C(NCC1(c2ccccc2)CC1)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2,-9.8
O=C(c1ccccc1)c1cccc(NC(=O)C(c2ccccc2)N2CCCCC2=O)c1,-9.8
O=C(Nc1cccc(-c2cn[nH]c2)c1)C1CCN(C(=O)c2ccc(F)cc2F)CC1,-9.8
CC(=O)c1ccc(C(=O)N2CCC(c3nc(-c4ccccn4)no3)CC2)cc1,-9.8
O=C(C1CCOc2ccccc21)N1CCOC(c2cccc(O)c2)C1,-9.8
Cc1ccc(-c2noc(CCC(=O)N3CCC(c4nnc[nH]4)CC3)n2)cc1F,-9.8
O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(c2ccnc3ccccc23)CC1,-9.8
O=C(NC(CC(=O)N1CCOc2cc(F)ccc21)c1ccccc1)c1ccccc1,-9.8
O=C1CCc2cc(C(=O)N3CCC(n4ncc5c4CNC5)CC3)ccc2N1,-9.8
O=C(Nc1ccnc(-c2ccccc2)c1)N1CCCC(N2CCCC2=O)CC1,-9.8
O=C(NC[C@@H]1C[C@H]1c1ccccc1)N1CCC(S(=O)(=O)N2CCCC2)CC1,-9.8
O=C(NC1CCc2cn[nH]c2C1)N1CC(O)CC1c1ccc(F)c(F)c1,-9.8
Cc1nc(CC2CCCN(C(=O)NCC3(c4ccccc4)CCOCC3)C2)no1,-9.8
O=C(NC1CC(=O)N(C2CC2c2ccccc2)C1)c1ccnc(C(=O)O)c1,-9.8
Cc1ccccc1-c1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)c2cnn(C(C)C)c2n1,-9.8
O=C(NCc1ncn(Cc2cccc(F)c2)n1)N1CC2C3C=CC(O3)C2C1,-9.8
COc1cccnc1CNC(=O)NC1c2ccccc2CC12CCOCC2,-9.8
CN(C)c1noc(CNC(=O)N2CCC(c3c[nH]c4ccc(F)cc34)CC2)n1,-9.7
O=C(Nc1ccc(F)c(N2CCCNC2=O)c1)c1ccc2[nH]nnc2c1,-9.7
O=C(Cn1nc(-c2ccccc2)ccc1=O)N1CCC(F)(c2ccccn2)CC1,-9.7
O=C(NCc1noc(C2CC2)n1)N1CCC(c2noc3cc(F)ccc23)CC1,-9.7
O=C(c1nn(-c2ccccc2F)c2c1CCC2)N1CCCC(O)CC1,-9.7
O=C(Cn1c(C2CCCCC2)nc2ccccc21)Nc1nncn1C1CC1,-9.7
Cc1noc(C2CCN(C(=O)NCc3cc4ccccc4n(C)c3=O)C2)n1,-9.7
O=C(CN1CCCCC(O)C1=O)N1CC(Cc2ccccc2)(c2ccccc2)C1,-9.7
O=C(O)Cc1cccc(C(=O)NC2(Cc3cccc(F)c3)CCC2)c1,-9.7
Cn1nnnc1-c1cccc(NC(=O)C(Cc2ccccc2)NC(N)=O)c1,-9.7
CC(NC(=O)C1CCCN1C(=O)Cc1ccccc1)c1nc2ccccc2[nH]1,-9.7
O=C(Nc1ccc2c(c1)C(=O)NCC2)c1ccc(CN2CCCC2=O)cc1,-9.7
O=C(C1CC1c1cccnc1)N1CCCC(c2ccn[nH]2)C1,-9.7
Cc1cc(C2CN(c3nc4ccccc4[nH]3)CCO2)ccc1F,-9.7
Cc1ccc2oc(C(=O)N3CCOC(c4ccc(F)c(C)c4)C3)cc2n1,-9.7
O=C(O)c1ccc(C(=O)N2CCCN(C(=O)Cc3cccc(F)c3)CC2)cc1,-9.7
Cc1nc(Cc2noc(C3CCCN(C(=O)Cc4ccc(F)cc4)C3)n2)no1,-9.7
O=C(Nc1c2c(nn1-c1ccccc1)CCC2)c1ccc2c(c1)COCO2,-9.7
O=C(NCc1ccccc1F)c1nc2n(n1)-c1ccccc1S(=O)(=O)N2,-9.7
CC1CCCN(c2cc(C(=O)N3CCCC(c4nc(=O)[nH][nH]4)C3)ccn2)C1,-9.7
O=C(NCCc1cccc(F)c1)c1cc2ccccc2nc1N1CCCC1,-9.7
O=C(NC1CCCc2cn[nH]c21)C1(c2ccccc2)CCOCC1,-9.7
C[C@@H](NC(=O)c1cccc(S(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)c1)c1ccccc1,-9.7
CC1(c2cccc3ccccc23)NC(=O)N(Cc2ccccc2)C1=O,-9.7
CC1(C)C(=O)Nc2ccc(C(=O)N3CCCCC3c3nc(=O)[nH][nH]3)cc21,-9.7
CN1C(=O)CCc2cc(C(=O)N3CCCCC3c3nc(=O)[nH][nH]3)ccc21,-9.7
O=C(O)CCC1CCCN(C(=O)c2cnc3ccc(F)cc3c2)C1,-9.7
CN1CCOC2CCN(C(=O)Nc3ccc(-n4ncc5ccccc54)cc3)CC21,-9.7
O=C(O)c1ccc(S(=O)(=O)NCC(=O)N2CCC(C3CCCO3)CC2)cc1,-9.7
O=C(NCc1nc2ccccc2s1)C1CC1c1ccccc1C(F)(F)F,-9.7
c1ccc(Cc2noc(CN3CCC4(CC3)CC4c3nnc4n3CCCCC4)n2)cc1,-9.7
Cc1ccc2nc3c(c(C(=O)Nc4nc5c(s4)COCC5)c2c1)CCCC3,-9.7
Cc1c(CC(=O)NCc2ccc(-n3ccnc3)c(F)c2)nnn1-c1ccccc1,-9.7
CN(Cc1cccc(O)c1)C(=O)c1cc(-n2cccc2)ccc1Cl,-9.7
O=C(c1ccc2c(n1)CCCC2)N1CCC(Oc2ccc(C(F)(F)F)cn2)C1,-9.7
O=C(CCc1ccc(OC(F)F)cc1)N1CCCCC1c1nc(-c2cccc(F)c2)c[nH]1,-9.7
CN(Cc1cc(=O)[nH]c(N)n1)C1CCN(C(=O)c2cc(F)cc(F)c2)C1,-9.7
O=C(C1CCCN(Cc2cccc(F)c2)C1)N1CCn2c(n[nH]c2=O)C1,-9.7
O=C(c1cc2c(s1)CCCC2)N1CCC(Nc2ccc3nccn3n2)C1,-9.7
O=C(c1cc(C2CC2)[nH]c(=O)c1)N1CCCCC1c1nc2ccccc2o1,-9.7
COc1nccc(NC(=O)N2CCCCC2c2cc3ccccc3[nH]2)n1,-9.7
CC(=O)N1CCc2ccccc2C1CC(=O)N1CCC(N2CCCC2=O)C1,-9.7
Cc1nccnc1N1CCN(C(=O)NCC(c2ccccc2)c2ccccc2)CC1,-9.7
O=C(c1ccc2c(c1)COC2)N1CCCN(c2cccnn2)CC1,-9.7
CS(=O)(=O)Cc1cccc(NC(=O)[C@@]23CCC[C@@H]2CN(Cc2ccccc2)C3)c1,-9.7
O=C1CCc2cc(C(=O)N3CCC(N4CCCC4)C3)c(F)cc2N1,-9.7
Cn1ccnc1SCc1ccc(C(=O)Nc2cccc(C(=O)c3ccccc3)c2)o1,-9.7
O=C(NCc1ccnc(-c2ccccc2)c1)c1onc2c1CCCC2,-9.7
NC1CCCCCCC1C(=O)N1CCC(c2nccc(-c3ccccc3)n2)CC1,-9.7
Cc1cc(NC(=O)c2cccc(N3C(=O)CCC3=O)c2)n(-c2cccc(C(F)(F)F)c2)n1,-9.7
Cc1c2ccc(NC(=O)N3CCCC(c4ccc(F)c(F)c4)C3)cc2nn1C,-9.7
CC1CCN(Cc2csc(NC(=O)c3cccc4ccccc34)n2)CC1,-9.7
O=C(O)c1ccc(CN2CCCCC2Cc2ccccc2F)cc1F,-9.7
NS(=O)(=O)c1ccc(-c2noc([C@@H]3CC[C@@H](c4ccccc4)C3)n2)cc1,-9.7
O=C(c1ccc2cccnc2n1)N1CC2CCCN2Cc2ccccc21,-9.7
O=C(Nc1ccncc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O,-9.7
CS(=O)(=O)Nc1cc(C(=O)NCCOc2ccccc2-c2ccccc2)ccc1F,-9.7
Nc1nccnc1C(=O)N1CCCCCC1c1noc(-c2ccc(F)cc2)n1,-9.7
O=C1CCCc2cc(S(=O)(=O)NC3Cc4ccccc4C3)ccc2N1,-9.7
